Day,sales,invest_radio_updated,invst_television_updated,invst_newpaper,invst_bb,invst_bus_taxi,competition
1928,13622379,1627657.48,491884,136929.79,2192990.64,18956.54028,2346936
1929,2642294,306492.28,400208,26996.94,430848.04,4098.82808,429877
1930,16362445,1953811.4,416126,164813.45,2625717.2,22797.4274,529139
1931,8447114,1009213.68,470138,84771.14,1360850.24,12602.19048,6955953
1932,4274480,516136.6,501240,43864.8,698913.8,7131.3136,1956888
1933,4112164,487774.68,472767,42289.64,664274.24,6464.05648,4451916
1934,16753709,2012461.08,439814,168056.09,2694942.44,22891.89588,6283154
1935,10510445,1253217.4,430740,105837.45,1696906.2,14499.7874,4787516
1936,15563123,1865042.76,561589,156481.23,2494760.68,21010.32236,365874
1937,7223526,855413.12,463459,73182.26,1167197.16,9999.05432,1490771
1938,14539929,1745789.48,419717,145701.29,2335157.64,20156.70628,397592
1939,16598032,1982600.84,472185,166320.32,2660982.12,22827.40224,2214812
1940,4087617,479257.04,464095,41326.17,658309.72,6704.65444,2858506
1941,5931804,705967.48,518083,59643.04,964905.64,8249.98128,4254760
1942,11791056,1414876.72,455949,118812.56,1902221.96,15969.19392,4775413
1943,7121290,848177.8,441962,71736.9,1149317.4,10548.1028,2373290
1944,6842052,819329.24,475736,69219.52,1103415.32,10079.50864,211314
1945,15555596,1857951.52,541130,156535.96,2493390.36,21600.38672,2203529
1946,5389159,646698.08,441696,55061.59,874319.44,7884.68988,6736966
1947,2660553,320847.36,512691,27303.53,432590.48,4594.92996,568316
1948,5062966,610774.92,544369,51702.66,821790.56,8081.11512,176769
1949,7423250,893226,554771,75273.5,1203705,10689.69,1454583
1950,10010712,1197989.44,466368,101130.12,1606212.92,13779.13984,1836819
1951,8133339,974202.68,524918,82456.39,1312215.24,12233.00748,6337314
1952,13889564,1665417.68,517440,139254.64,2238312.24,19315.22448,3007175
1953,4202724,491607.88,519732,42763.24,680968.84,6362.59568,6584698
1954,3709993,441817.16,553141,37723.93,601219.88,6138.19076,2526127
1955,3919496,467431.52,553900,40248.96,638728.36,5657.73472,4809085
1956,1805008,213863.96,527391,18669.08,303808.28,3752.61056,2534884
1957,10100409,1204786.08,494133,101609.09,1621460.44,14648.53988,245326
1958,10063611,1200026.32,500959,101748.11,1625570.76,13941.96652,3806201
1959,4232122,504124.64,555820,42664.22,681900.52,6099.40104,2734676
1960,8486195,1013557.4,437165,85718.95,1373167.2,12202.7774,354550
1961,10065752,1197006.24,510531,101150.52,1617183.32,14503.79264,5042721
1962,16498529,1978523.48,538499,165294.29,2651303.64,23208.05828,1857955
1963,13604373,1629027.76,418232,137229.73,2191907.68,18530.77236,4717292
1964,4127037,493150.44,417919,42115.37,666352.92,6090.68884,5647918
1965,10770449,1287990.88,421953,108714.49,1730714.84,15023.99268,4022030
1966,7945459,943873.08,442046,80486.59,1285782.44,11555.00588,2680769
1967,10491951,1256508.12,405143,105435.51,1693303.16,14765.37532,4058000
1968,6324396,748236.52,521956,63892.96,1023637.36,9587.20272,3595329
1969,897979,98037.48,416141,9996.79,153921.64,1588.33228,5564089
1970,5009242,587491.04,467935,50585.42,805950.72,7058.19944,3363903
1971,12489944,1491286.28,477823,125556.44,2004282.04,17000.72608,569571
1972,16100567,1930962.04,464410,161499.67,2584590.72,22268.74844,1508739
1973,13194280,1576135.6,534928,132882.8,2115088.8,17879.4496,1171386
1974,12744739,1529889.68,489228,128623.39,2051438.24,17615.05548,6086704
1975,7506150,889854,448988,75599.5,1213628,10374.118,3470422
1976,5676103,671595.36,416890,57156.03,922875.48,8244.45596,3615254
1977,13069819,1567340.28,492444,131715.19,2106884.04,18442.16108,2297141
1978,9491837,1126672.44,473091,95502.37,1524945.92,13372.22484,1647550
1979,11340013,1350233.56,516914,114588.13,1829506.08,15677.81716,4686610
1980,14571361,1735134.32,480162,146286.61,2336877.76,19854.19652,2158267
1981,4062965,481335.8,569741,41486.65,655217.4,6388.1138,3096551
1982,9146529,1086460.48,405406,91884.29,1469102.64,12842.41828,6959868
1983,1865448,225309.76,469098,19601.48,302543.68,3133.39136,1927148
1984,4907119,574465.28,420034,50087.19,793810.04,7234.39708,5132195
1985,14198550,1704672,430793,142324.5,2277696,20222.086,1821177
1986,8777598,1046445.76,435603,88879.98,1409577.68,12689.42936,5434120
1987,5941936,702701.32,561919,60510.36,959356.76,8467.35552,831512
1988,4588577,548692.24,410939,46879.77,743292.32,6507.92164,5882669
1989,587384,73788.08,534859,6502.84,99455.44,1604.34688,753075
1990,7980239,957127.68,440829,80495.39,1284093.24,11771.91548,3001018
1991,11493272,1366512.64,417175,115600.72,1843024.52,16021.11904,1281431
1992,10544211,1267579.32,448354,105994.11,1702525.76,15342.35852,5434500
1993,15240966,1818123.92,417636,153104.66,2450174.56,21004.07512,6896267
1994,7098455,851066.6,527254,71706.55,1146904.8,10516.9606,223905
1995,13570880,1629198.6,440419,136060.8,2177156.8,19312.5616,1017068
1996,4310627,507617.24,403587,44101.27,696091.32,6425.02764,1962502
1997,9757198,1157684.76,420252,97964.98,1565785.68,13375.50136,5096228
1998,2522548,295109.76,534724,25803.48,416340.68,4139.76336,2068792
1999,285248,23561.76,561590,4001.48,60874.68,1199.52736,6149446
2000,2260147,257902.64,408742,23445.47,370732.52,3579.39404,1212262
2001,11906977,1425182.24,409482,119536.77,1917059.32,16581.20964,1341324
2002,12638212,1503713.44,417997,126731.12,2033739.92,17514.43984,5792277
2003,7395794,882789.28,433839,74731.94,1193339.04,10179.44808,6030335
2004,3205672,376415.64,411897,33121.72,525626.52,5334.48704,3308245
2005,986865,118173.8,416508,11054.65,166237.4,1775.6618,1964641
2006,4345287,518164.44,419500,43898.87,702575.92,6664.77884,2261344
2007,8365824,999557.88,463655,84449.24,1350737.84,11977.88768,6400273
2008,2199577,256879.24,433724,22773.77,365708.32,3962.44164,5734610
2009,6387176,766884.12,479246,64454.76,1037415.16,9869.07232,3086976
2010,9830405,1179413.6,485920,99357.05,1586104.8,13994.1346,5139056
2011,5483419,647680.28,476274,55359.19,892305.04,8532.11308,4898751
2012,3918187,465593.44,544418,39990.87,639057.92,6032.00684,468076
2013,1319558,154574.96,518049,14007.58,218157.28,3153.81656,1737237
2014,16080148,1923908.76,531575,161794.48,2582826.68,21644.79536,3088151
2015,4883021,579664.52,560508,49996.21,793155.36,7560.58772,1159909
2016,9276346,1104599.52,458020,93350.46,1495311.36,13495.77672,2841265
2017,12179270,1453589.4,411894,122573.7,1953864.2,16483.6364,3569157
2018,532099,53525.88,510696,5757.99,96693.84,1709.37068,1989556
2019,6215308,743190.96,538215,62817.08,1001962.28,9206.20656,3669816
2020,412451,44138.12,532849,5245.51,73079.16,1622.43532,446201
2021,10836016,1289042.92,470631,109313.16,1738494.56,15490.54112,4648186
2022,11783001,1406327.12,453327,118469.01,1890036.16,16179.56132,2038681
2023,1021859,114354.08,454069,10893.59,173715.44,2809.85388,2315195
2024,14142354,1697417.48,461312,141917.54,2275957.64,19596.90728,6073335
2025,231323,25862.76,426310,2902.23,50513.68,1718.34636,2720322
2026,15432409,1853785.08,491480,154938.09,2478943.44,21421.77988,4911105
2027,10108262,1204127.44,529161,102089.62,1624400.92,13847.90584,2959120
2028,14051516,1679792.92,476449,141146.16,2263554.56,19924.00112,6350950
2029,14363155,1718991.6,483076,144781.55,2309682.8,20034.3646,6839850
2030,6332095,749214.4,511733,64252.95,1023947.2,9261.3654,4499074
2031,13286338,1597598.56,503072,134007.38,2137764.08,18613.96616,346648
2032,14864072,1773642.64,481511,149625.72,2383485.52,21069.57504,3184360
2033,3709705,431780.6,453237,37954.05,606418.8,5879.8106,5661133
2034,927104,106273.48,542606,10138.04,163036.64,2480.77728,6380114
2035,13735313,1645022.56,545605,138195.13,2207012.08,18530.61316,2411420
2036,8524445,1019709.4,472752,85739.45,1377972.2,11685.2674,5321855
2037,15475263,1852865.56,415452,155354.63,2480122.08,21621.34716,1958940
2038,6520299,776998.88,400508,65729.99,1057527.84,9416.79468,5196160
2039,11187945,1331893.4,550638,112287.45,1801573.2,16169.0874,4611323
2040,10933358,1311451.96,409669,109723.58,1762633.28,14947.03256,5674527
2041,370030,40133.6,528299,4715.3,64862.8,1226.4396,3571542
2042,535380,56677.6,457640,6240.8,96026.8,1235.7016,1416293
2043,1107334,130695.08,451900,12155.34,192113.44,2585.68088,774804
2044,401403,44237.36,526812,4627.03,69991.48,1162.85196,3574529
2045,8582720,1025807.4,472201,86398.2,1377399.2,12782.1904,5362940
2046,12039684,1435897.08,477048,121113.84,1936146.44,17267.38288,644235
2047,9823638,1173384.56,548091,99003.38,1580096.08,13917.20216,1310501
2048,10579900,1256085,417735,106363,1708750,15446.468,4038923
2049,5918053,696433.36,538958,60274.53,955505.48,9038.82996,614407
2050,14431081,1723298.72,503348,144637.81,2320365.96,20383.02692,3399605
2051,13936906,1666452.72,559459,140410.06,2241157.96,18917.71592,4394714
2052,9311153,1120435.36,417472,93506.53,1504351.48,13024.72196,1087253
2053,8410472,999474.64,558280,84417.72,1352301.52,12351.82304,326447
2054,4689113,555256.56,560906,47597.13,764555.08,6755.62916,1270805
2055,11250127,1339437.24,510397,112956.27,1806548.32,16056.16764,4028966
2056,10007778,1199148.36,426843,100769.78,1614355.48,14175.26696,5830600
2057,2497420,294474.4,511832,25901.2,404072.2,4675.5944,1188660
2058,11159120,1327111.4,406763,111995.2,1796054.2,15409.0384,1741391
2059,13616806,1627965.72,443862,136747.06,2192500.96,18546.18392,534185
2060,15797474,1883825.88,404223,158887.74,2543019.84,22038.66568,264212
2061,8182054,971861.48,502529,82643.54,1317926.64,11263.31128,4209468
2062,11225620,1335306.4,447166,113272.2,1806642.2,15482.8184,3021802
2063,1855370,214143.4,476136,19144.7,306425.2,3658.0884,4383924
2064,2979715,349775.8,551140,30377.15,481129.4,4358.2238,6161219
2065,7587538,903871.56,402406,76182.38,1228881.08,11040.55016,5462646
2066,15467383,1849947.96,545779,154988.83,2486009.28,21318.94556,1351963
2067,8940005,1058508.6,456058,90443.05,1445611.8,13095.8066,3728366
2068,8359243,999611.16,447607,84100.43,1349817.88,11464.20076,6915263
2069,8143855,977478.6,509836,82300.55,1311431.8,11460.8886,4719770
2070,615728,76850.36,483146,7167.28,112978.48,2066.76096,4492891
2071,2666321,314419.52,533613,27233.21,432287.36,4361.54372,4792419
2072,838641,103812.92,406683,9573.41,144084.56,1922.00612,6409817
2073,6736104,800860.48,443906,68403.04,1091865.64,9763.65728,546676
2074,9864695,1174164.4,538443,99495.95,1583318.2,13470.3974,4780752
2075,8851583,1054252.96,451960,89696.83,1428222.28,12165.08956,2395404
2076,10331224,1230200.88,562679,103636.24,1667999.84,14376.21568,2202468
2077,7726506,921129.72,463200,77769.06,1250374.96,11079.98792,1914430
2078,6098946,726149.52,446520,62124.46,986013.36,9095.60872,492563
2079,16211450,1940351,429769,162532.5,2601479,21887.114,685441
2080,4195653,503613.36,444414,42441.53,676474.48,6526.26196,4377739
2081,13985773,1676491.76,463196,140597.73,2252244.68,18862.22036,5849706
2082,4201636,501326.32,442909,42948.36,681975.76,6469.15952,1895295
2083,1932960,228177.2,505104,20459.6,318770.6,3290.5072,6827488
2084,11501486,1372453.32,521384,115609.86,1850300.76,16475.96152,2757575
2085,7865936,943728.32,546457,79320.36,1266276.76,11617.03552,5598749
2086,10911757,1303890.84,454026,109571.57,1753306.12,15157.51924,5356842
2087,14254318,1714467.16,504347,143196.18,2291199.88,20132.69976,1769811
2088,7074942,834087.04,546274,71079.42,1140275.72,9845.92344,6768461
2089,3786683,448269.96,428501,38305.83,621118.28,6415.42156,2249570
2090,3241468,391225.16,533933,33569.68,528542.88,5659.73776,3453347
2091,9813824,1165644.88,415970,98459.24,1581553.84,13896.24768,4442310
2092,2928843,340680.16,523956,29667.43,481775.88,5354.07276,4410625
2093,13370063,1599040.56,456481,134487.63,2144266.08,18802.48316,1235332
2094,7149849,857614.88,470205,72502.49,1159290.84,10445.80068,2921616
2095,14548999,1743411.88,440388,146307.99,2335757.84,19981.67868,681962
2096,16019136,1923293.32,414450,161225.36,2569834.76,22112.25952,2705899
2097,700563,75493.56,487719,7449.63,123079.08,2211.74316,963801
2098,12920992,1547544.04,417581,129725.92,2072593.72,18478.70944,2460813
2099,9728326,1161456.12,506677,98035.26,1563565.16,13997.39032,2522860
2100,10058733,1196817.96,421021,101171.33,1614250.28,14435.52756,2162362
2101,558588,67675.56,524827,6039.88,100842.08,2095.33616,4722902
2102,16024703,1912389.36,509908,161363.03,2570957.48,21942.60796,3171644
2103,9621535,1153066.2,477302,96944.35,1553765.6,13837.4262,1387816
2104,8094752,971489.24,522714,81599.52,1300785.32,12036.07264,3136906
2105,15778309,1893444.08,558330,158433.09,2532392.44,21437.36788,3751511
2106,9865055,1176616.6,403861,99536.55,1583971.8,13698.8726,3418554
2107,354813,35562.56,409816,4730.13,65011.08,1338.35316,6072749
2108,16612315,1988504.8,453697,166878.15,2664108.4,23061.2558,792881
2109,13144463,1564377.56,408660,132352.63,2111623.08,18581.69116,1051080
2110,5236517,623079.04,494561,53411.17,842848.72,8183.20244,3297465
2111,4669216,549648.92,536957,47712.16,753233.56,7569.36512,6601258
2112,16556408,1985737.96,493908,166102.08,2663561.28,22383.45856,5816543
2113,11729222,1403305.64,522067,117899.22,1887885.52,16692.57304,5056246
2114,16602715,1978156.8,481317,166519.15,2665590.4,23010.5838,6194727
2115,11569077,1385865.24,508359,116205.77,1860780.32,16093.18164,2309879
2116,11573747,1378538.64,533545,116896.47,1858177.52,15803.34604,6237701
2117,6636911,795775.32,533092,67327.11,1067182.76,9467.72252,4541312
2118,8230257,983690.84,563965,83359.57,1325806.12,11502.93924,2245652
2119,6941767,823858.04,418822,70574.67,1126292.72,10590.13244,4524687
2120,6805586,808426.32,522416,68649.86,1097101.76,10291.37352,2739687
2121,6592627,786801.24,437893,66991.27,1065514.32,9447.26764,3834580
2122,6357316,758496.92,526005,64652.16,1021249.56,9438.65712,3946022
2123,12950446,1545925.52,423283,130527.46,2079229.36,17998.58872,6036243
2124,13821655,1661249.6,560891,139412.55,2222373.8,19230.5846,827246
2125,7217535,859475.2,559968,73242.35,1165134.6,10029.1462,547197
2126,443923,41537.76,562582,5251.23,76880.68,1064.97836,769468
2127,5526787,655776.44,545241,55779.87,891501.92,8670.35884,6353428
2128,14402174,1716949.88,517752,145087.74,2318188.84,20224.86968,3550136
2129,14651647,1751868.64,551558,147358.47,2357075.52,20605.17404,5517841
2130,7270357,865872.84,495176,73778.57,1172235.12,10408.87124,2455098
2131,15092181,1800401.72,544826,151728.81,2423811.96,20465.67892,4475594
2132,3194176,383657.12,484916,32960.76,516664.16,4681.31232,1425530
2133,11831809,1417326.08,426656,118948.09,1899389.44,16641.98788,446123
2134,7760924,931721.88,456858,77911.24,1249195.84,10955.41968,2198306
2135,11077870,1320367.4,453146,111260.7,1786804.2,15438.7884,2000152
2136,11850681,1413518.72,474477,119382.81,1912006.96,17085.89892,3828175
2137,5686499,683203.88,407096,57570.99,916394.84,8963.17868,5852623
2138,1759699,211469.88,530062,18553.99,288996.84,3596.80268,2168318
2139,8903205,1057071.6,517993,90197.05,1436675.8,12310.2306,4865696
2140,3785443,443853.16,464887,38382.43,610021.88,5886.78476,6240690
2141,8587172,1024770.64,494140,86536.72,1383393.52,12404.06704,4313695
2142,5227940,616135.8,435682,52649.4,842189.4,8213.8808,2266134
2143,14291042,1717509.04,406261,143295.42,2300941.72,19851.17544,5852992
2144,14967571,1783763.52,532504,150608.71,2402216.36,20501.19372,5525969
2145,5715789,686099.68,553752,57639.89,922013.24,8417.84148,6660050
2146,9248661,1101678.32,453055,92896.61,1485186.76,13645.23252,3400393
2147,4190044,506072.28,524064,42746.44,675493.04,6579.85808,5339062
2148,12975004,1547219.48,485663,130261.04,2087893.64,18100.00528,6008063
2149,2176800,253366,478289,22931,352674,3612.376,4386891
2150,731962,85134.44,440572,7663.62,126656.92,1982.18984,452996
2151,7468307,890911.84,511326,75048.07,1206555.12,10887.16524,2165586
2152,13865187,1663441.44,412598,139796.87,2229971.92,19230.04684,3388295
2153,4655213,562622.56,480716,46915.13,757799.08,7240.88116,2630411
2154,509015,47713.8,540415,6211.15,95497.4,1936.8998,443784
2155,5980491,709125.92,517497,60467.91,963742.56,9394.24812,6977264
2156,13604996,1630007.52,478027,136645.96,2188223.36,18725.59472,6111398
2157,14087983,1684136.96,460597,141422.83,2267826.28,19987.13756,202534
2158,15334014,1830224.68,554234,153789.14,2460145.24,21139.89848,3258027
2159,6905798,817372.76,448313,70198.98,1114988.68,10079.65336,4876762
2160,3126859,363841.08,427154,32320.59,508539.44,4585.45388,6075304
2161,447020,48928.4,511684,5211.2,80254.2,1121.0664,2388731
2162,2256691,258305.92,413060,23170.91,366961.56,3843.83212,6012858
2163,16525581,1984188.72,501442,165938.81,2651381.96,22332.76692,2255843
2164,12170149,1448721.88,501654,122302.49,1952843.84,17276.59668,1706279
2165,16203521,1940017.52,492914,162436.21,2606516.36,22797.64772,6078831
2166,10906161,1300993.32,414148,109872.61,1755542.76,15497.13252,2657698
2167,11643830,1392687.6,489727,117368.3,1869005.8,16018.8556,2409128
2168,3399506,396554.72,553485,34789.06,554078.96,5751.34792,988285
2169,14657457,1759787.84,542350,147736.57,2350410.12,20078.84324,6378296
2170,4764168,572566.16,508156,48431.68,770140.88,7746.70176,5796311
2171,14553642,1741219.04,485609,145847.42,2334040.72,19666.80744,1874015
2172,15747762,1880197.44,544687,157860.62,2533776.92,21746.04584,5612954
2173,9758845,1162209.4,429034,98428.45,1569745.2,13912.6754,1657928
2174,9351720,1121826.4,407797,94160.2,1511689.2,13504.2704,4088894
2175,2905319,349297.28,530488,29823.19,477446.04,5208.02108,1080811
2176,15786506,1887216.72,420155,158919.06,2539056.96,22107.18792,6539564
2177,15166731,1807696.72,406220,152551.31,2430940.96,21264.08492,2085933
2178,2561134,301772.08,405186,26641.34,422532.44,4707.69688,425537
